"estimate","lower","upper","onset_date","n.reported"
4,4,4,2021-08-15,4
3,3,4,2021-08-22,3
2,2,3,2021-08-29,2
1,1,2,2021-09-05,1
3,3,5,2021-09-12,3
1,1,4,2021-09-19,1
2,2,5,2021-09-26,2
1,1,4,2021-10-03,1
1,0,4,2021-10-10,NA
3,1,8,2021-10-17,1
