"estimate","lower","upper","onset_date","n.reported"
1,1,1,2021-07-18,1
3,3,4,2021-07-25,3
5,5,7,2021-08-01,5
2,2,4,2021-08-08,2
4,4,6,2021-08-15,4
2,2,5,2021-08-22,2
7,6,11,2021-08-29,6
3,2,7,2021-09-05,2
2,0,7,2021-09-12,NA
3,0,9,2021-09-19,NA
