"estimate","lower","upper","onset_date","n.reported"
9,9,9,2021-08-22,9
17,16,22,2021-08-29,16
10,9,14,2021-09-05,9
17,16,22,2021-09-12,16
9,8,15,2021-09-19,8
23,20,30,2021-09-26,20
9,7,15,2021-10-03,7
8,6,13,2021-10-10,6
3,1,10,2021-10-17,1
4,0,13,2021-10-24,NA
