"estimate","lower","upper","onset_date","n.reported"
2,2,2,2021-08-08,2
4,4,4,2021-08-15,4
3,3,4,2021-08-22,3
7,7,8,2021-08-29,7
2,2,4,2021-09-05,2
1,1,4,2021-09-12,1
2,1,5,2021-09-19,1
4,3,8,2021-09-26,3
3,1,7,2021-10-03,1
3,0,9,2021-10-10,NA
