"estimate","lower","upper","onset_date","n.reported"
14,14,14,2021-07-18,14
12,12,13,2021-07-25,12
7,7,8,2021-08-01,7
6,6,7,2021-08-08,6
2,2,3,2021-08-15,2
2,2,4,2021-08-22,2
6,5,9,2021-08-29,5
6,4,10,2021-09-05,4
2,0,7,2021-09-12,NA
5,1,14,2021-09-19,1
