"dt_notific","n.notific"
2020-05-10,1
2020-05-31,1
2020-06-07,1
2020-06-14,2
2020-06-28,1
2020-07-05,5
2020-07-12,4
2020-07-19,5
2020-07-26,5
2020-08-02,6
2020-08-09,3
2020-08-16,10
2020-08-23,3
2020-08-30,2
2020-09-06,2
2020-09-13,3
2020-09-20,2
2020-11-08,1
2020-11-29,3
2020-12-06,2
2020-12-20,6
2020-12-27,2
2021-01-03,5
2021-01-10,4
2021-01-17,7
2021-01-24,12
2021-01-31,7
2021-02-07,7
2021-02-14,4
2021-02-21,3
2021-02-28,3
2021-03-07,6
2021-03-14,10
2021-03-21,4
2021-03-28,2
2021-04-04,7
2021-04-11,2
2021-04-18,8
2021-04-25,6
2021-05-02,17
2021-05-09,16
2021-05-16,13
2021-05-23,10
2021-05-30,4
2021-06-06,9
2021-06-13,9
2021-06-20,8
2021-06-27,5
2021-07-04,8
2021-07-11,4
2021-07-18,7
2021-07-25,2
2021-08-01,2
2021-08-08,3
2021-08-15,1
2021-08-22,1
2021-08-29,2
2021-09-05,1
