"estimate","lower","upper","onset_date","n.reported"
8,8,8,2021-07-18,8
4,4,5,2021-07-25,4
1,1,2,2021-08-01,1
2,2,5,2021-08-08,2
3,3,6,2021-08-15,3
2,2,5,2021-08-22,2
3,3,6,2021-08-29,3
1,1,4,2021-09-05,1
1,1,5,2021-09-12,1
2,1,6,2021-09-19,1
