"dt_evoluca","n.casos"
2020-02-16,1
2020-03-22,1
2020-03-29,3
2020-04-05,1
2020-04-12,2
2020-04-26,2
2020-05-03,2
2020-05-10,1
2020-05-17,2
2020-05-24,3
2020-05-31,2
2020-06-07,2
2020-06-14,1
2020-06-21,2
2020-06-28,1
2020-07-05,6
2020-07-12,3
2020-07-19,9
2020-07-26,2
2020-08-02,5
2020-08-09,4
2020-08-16,8
2020-08-23,9
2020-08-30,2
2020-09-06,3
2020-09-13,2
2020-09-20,2
2020-10-04,1
2020-10-11,2
2020-10-18,1
2020-11-22,1
2020-11-29,2
2020-12-06,1
2020-12-13,1
2020-12-20,3
2020-12-27,3
2021-01-03,2
2021-01-10,4
2021-01-17,3
2021-01-24,6
2021-01-31,14
2021-02-07,11
2021-02-14,7
2021-02-21,3
2021-02-28,1
2021-03-07,2
2021-03-14,4
2021-03-21,13
2021-03-28,4
2021-04-04,6
2021-04-11,2
2021-04-18,6
2021-04-25,6
2021-05-02,7
2021-05-09,20
2021-05-16,14
2021-05-23,10
2021-05-30,8
2021-06-06,8
2021-06-13,11
2021-06-20,10
2021-06-27,8
2021-07-04,7
2021-07-11,5
2021-07-18,8
2021-07-25,4
2021-08-01,1
2021-08-08,2
2021-08-15,3
2021-08-22,2
2021-08-29,3
2021-09-05,1
2021-09-12,1
2021-09-19,1
