"estimate","lower","upper","onset_date","n.reported"
16,16,16,2021-08-01,16
17,17,18,2021-08-08,17
16,16,17,2021-08-15,16
19,19,20,2021-08-22,19
8,8,9,2021-08-29,8
9,9,11,2021-09-05,9
7,7,10,2021-09-12,7
10,8,14,2021-09-19,8
6,3,13,2021-09-26,2
9,3,20,2021-10-03,1
