"estimate","lower","upper","onset_date","n.reported"
12,12,12,2021-07-18,12
17,17,18,2021-07-25,17
10,10,11,2021-08-01,10
13,13,14.0249999999996,2021-08-08,13
11,11,13,2021-08-15,11
12,12,13,2021-08-22,12
6,6,8,2021-08-29,6
4,3,8,2021-09-05,3
3,0,10,2021-09-12,NA
5,0,14,2021-09-19,NA
