"estimate","lower","upper","onset_date","n.reported"
35,35,35,2021-06-27,35
31,31,35,2021-07-04,31
15,15,19,2021-07-11,15
12,12,15,2021-07-18,12
18,17,22,2021-07-25,17
14,11,20,2021-08-01,10
20,15,28,2021-08-08,13
19,13,29,2021-08-15,10
18,10,33,2021-08-22,4
21,8,51,2021-08-29,1
