"estimate","lower","upper","onset_date","n.reported"
9,9,9,2021-08-15,9
4,4,5,2021-08-22,4
5,5,6,2021-08-29,5
3,3,5,2021-09-05,3
4,4,7,2021-09-12,4
6,6,9,2021-09-19,6
6,6,9,2021-09-26,6
2,1,5,2021-10-03,1
2,0,7,2021-10-10,NA
3,0,10,2021-10-17,NA
