"estimate","lower","upper","onset_date","n.reported"
5,5,5,2021-07-25,5
2,2,2,2021-08-01,2
3,3,3,2021-08-08,3
4,4,5,2021-08-15,4
2,2,3,2021-08-22,2
3,3,5,2021-08-29,3
1,1,3,2021-09-05,1
3,3,5,2021-09-12,3
1,1,3,2021-09-19,1
1,1,4,2021-09-26,1
