"dt_evoluca","n.casos"
2020-03-29,1
2020-04-12,1
2020-04-19,2
2020-05-31,1
2020-06-14,2
2020-06-21,3
2020-06-28,1
2020-07-05,3
2020-07-12,1
2020-07-26,2
2020-08-02,2
2020-08-09,2
2020-08-16,2
2020-08-23,5
2020-08-30,4
2020-09-06,1
2020-09-13,9
2020-09-20,2
2020-09-27,2
2020-10-04,3
2020-10-11,5
2020-10-18,7
2020-10-25,1
2020-11-01,1
2020-11-08,2
2020-11-15,6
2020-11-22,4
2020-11-29,2
2020-12-06,2
2020-12-13,6
2020-12-20,2
2020-12-27,3
2021-01-03,4
2021-01-10,1
2021-01-17,5
2021-01-24,6
2021-01-31,14
2021-02-07,7
2021-02-14,20
2021-02-21,26
2021-02-28,40
2021-03-07,41
2021-03-14,37
2021-03-21,23
2021-03-28,18
2021-04-04,8
2021-04-11,10
2021-04-18,12
2021-04-25,9
2021-05-02,16
2021-05-09,10
2021-05-16,9
2021-05-23,7
2021-05-30,9
2021-06-06,6
2021-06-13,16
2021-06-20,10
2021-06-27,4
2021-07-04,11
2021-07-11,11
2021-07-18,9
2021-07-25,5
2021-08-01,2
2021-08-08,3
2021-08-15,4
2021-08-22,2
2021-08-29,3
2021-09-12,3
2021-09-19,1
