"estimate","lower","upper","onset_date","n.reported"
6,6,6,2021-07-25,6
2,2,3,2021-08-01,2
5,5,6,2021-08-08,5
4,4,5,2021-08-15,4
3,3,5,2021-08-22,3
3,3,6,2021-08-29,3
1,1,4,2021-09-05,1
4,4,7,2021-09-12,4
1,1,4,2021-09-19,1
2,1,5,2021-09-26,1
