"estimate","lower","upper","onset_date","n.reported"
24,24,24,2021-07-04,24
22,22,22,2021-07-11,22
15,15,16,2021-07-18,15
12,12,14,2021-07-25,12
16,16,19,2021-08-01,16
13,12,16,2021-08-08,12
11,10,14,2021-08-15,10
4,3,8,2021-08-22,3
8,4,15,2021-08-29,3
8,1,19,2021-09-05,NA
