"estimate","lower","upper","onset_date","n.reported"
15,15,15,2021-07-25,15
21,21,23,2021-08-01,21
14,14,16,2021-08-08,14
12,12,14,2021-08-15,12
5,5,6,2021-08-22,5
5,5,7,2021-08-29,5
5,5,8,2021-09-05,5
6,5,10,2021-09-12,5
9,5,16,2021-09-19,4
12,4,40,2021-09-26,2
