"estimate","lower","upper","onset_date","n.reported"
5,5,5,2021-08-22,5
7,7,8,2021-08-29,7
7,7,11,2021-09-05,7
7,6,12,2021-09-12,6
12,10,18,2021-09-19,10
14,11,21,2021-09-26,11
7,4,13,2021-10-03,4
6,3,12,2021-10-10,3
9,5,16,2021-10-17,4
8,2,17,2021-10-24,NA
