"estimate","lower","upper","onset_date","n.reported"
28,28,28,2021-08-01,28
19,19,21,2021-08-08,19
18,18,20,2021-08-15,18
9,9,11,2021-08-22,9
10,10,12,2021-08-29,10
9,9,11,2021-09-05,9
7,7,9,2021-09-12,7
2,2,4.02499999999964,2021-09-19,2
7,6,10,2021-09-26,6
3,1,8,2021-10-03,1
