"estimate","lower","upper","onset_date","n.reported"
92,92,92,2021-07-18,92
62,62,64,2021-07-25,62
58,57,61,2021-08-01,57
35,34,37,2021-08-08,34
33,32,36,2021-08-15,32
25,24,27,2021-08-22,24
13,12,16,2021-08-29,12
5,3,9,2021-09-05,3
10,5,19,2021-09-12,4
9,1,30,2021-09-19,NA
