"estimate","lower","upper","onset_date","n.reported"
4,4,4,2021-08-22,4
5,5,5,2021-08-29,5
3,3,4,2021-09-05,3
3,3,4,2021-09-12,3
1,1,2,2021-09-19,1
1,1,2,2021-09-26,1
0,0,1,2021-10-03,NA
0,0,1,2021-10-10,NA
0,0,1,2021-10-17,NA
3,3,7,2021-10-24,3
