"estimate","lower","upper","onset_date","n.reported"
64,64,64,2021-07-18,64
33,33,33,2021-07-25,33
30,30,33,2021-08-01,30
13,13,15,2021-08-08,13
13,13,15,2021-08-15,13
4,4,5,2021-08-22,4
1,1,2,2021-08-29,1
0,0,3,2021-09-05,NA
2,1,9,2021-09-12,1
2,0,21,2021-09-19,NA
