"estimate","lower","upper","onset_date","n.reported"
44,44,44,2021-07-11,44
64,64,67,2021-07-18,64
34,33,38,2021-07-25,33
31,30,35,2021-08-01,30
13,13,16,2021-08-08,13
14,13,17,2021-08-15,13
4,3,6,2021-08-22,3
2,1,7,2021-08-29,1
2,0,10,2021-09-05,NA
2,0,17,2021-09-12,NA
