"estimate","lower","upper","onset_date","n.reported"
34,34,34,2021-08-15,34
25,25,25,2021-08-22,25
23,23,24,2021-08-29,23
19,19,20,2021-09-05,19
15,15,17,2021-09-12,15
23,23,26,2021-09-19,23
10,9,14,2021-09-26,9
10,6,15,2021-10-03,6
12,6,21,2021-10-10,4
12,3,27,2021-10-17,NA
