"estimate","lower","upper","onset_date","n.reported"
42,42,42,2021-08-15,42
30,30,32,2021-08-22,30
29,29,31,2021-08-29,29
12,12,14,2021-09-05,12
19,19,21,2021-09-12,19
24,24,26,2021-09-19,24
20,20,22,2021-09-26,20
9,9,12,2021-10-03,9
3,2,6,2021-10-10,2
3,0,11,2021-10-17,NA
