"estimate","lower","upper","onset_date","n.reported"
18,18,18,2021-08-01,18
16,16,18,2021-08-08,16
15,15,17,2021-08-15,15
11,11,13,2021-08-22,11
5,5,6,2021-08-29,5
8,8,9,2021-09-05,8
6,6,7,2021-09-12,6
1,1,2,2021-09-19,1
4,4,5,2021-09-26,4
2,1,5,2021-10-03,1
