"estimate","lower","upper","onset_date","n.reported"
17,17,17,2021-08-01,17
15,15,16,2021-08-08,15
15,15,16,2021-08-15,15
8,8,9,2021-08-22,8
5,5,6,2021-08-29,5
7,7,8,2021-09-05,7
5,5,6,2021-09-12,5
0,0,0,2021-09-19,NA
3,3,4,2021-09-26,3
2,1,4,2021-10-03,1
