"estimate","lower","upper","onset_date","n.reported"
45,45,45,2021-08-01,45
31,31,31,2021-08-08,31
25,25,26,2021-08-15,25
11,11,12,2021-08-22,11
6,6,7,2021-08-29,6
5,5,6,2021-09-05,5
6,6,7.02499999999964,2021-09-12,6
5,5,7,2021-09-19,5
5,3,10,2021-09-26,3
8,2,30.0249999999996,2021-10-03,1
