"estimate","lower","upper","onset_date","n.reported"
72,72,72,2021-07-18,72
77,77,77,2021-07-25,77
53,53,54,2021-08-01,53
46,46,47,2021-08-08,46
42,42,43,2021-08-15,42
30,30,31,2021-08-22,30
29,29,31,2021-08-29,29
13,12,16,2021-09-05,12
24,19,32,2021-09-12,17
27,14,51,2021-09-19,4
