"lambda[10,1]","lambda[10,2]","lambda[10,3]","lambda[10,4]","lambda[10,5]","lambda[10,6]","lambda[10,7]","lambda[10,8]","lambda[10,9]","lambda[10,10]","Beta 0","Beta 1","Beta 2","Beta 3","Beta 4","Beta 5","Beta 6","Beta 7","Beta 8","Beta 9","alpha[10]","tau2.alpha"
0.100631196829197,6.57947061444643,3.85495325781715,0.409736408136714,0.188953858641334,0.0986432416047605,0.00574835216504649,0.0258671757167348,0.00578600852322147,0.00166020315441628,-4.7185659698065,-0.538318719693547,-1.07291412620073,-3.31451424108338,-4.08852543596358,-4.73851856574449,-7.58111505329934,-6.07705346894669,-7.57458560741529,-8.82308830998594,2.42227300806265,5.04944441475153
0.107605725449226,3.21289671500276,2.25310445145744,0.294341522886061,0.109615780846474,0.0564788037945494,0.00386589423193242,0.019542044042643,0.0030609355936147,0.00114564166070401,-4.03126470217862,-0.634810346354815,-0.989674258572504,-3.02499782336162,-4.0127572090109,-4.67587314529961,-7.35754553710102,-5.73717030972287,-7.59101794020563,-8.57377367658432,1.8019832800032,12.4272709773209
0.136427059820626,3.69641579542432,2.30955363134261,0.318529517913849,0.125546973376418,0.0737352371716938,0.00373311142918088,0.0204219925990878,0.00395651879545056,0.0014505663897242,-3.89254472177493,-0.593215908094096,-1.06352528163127,-3.04461968466379,-3.97565485489535,-4.50785403205083,-7.49109278403602,-5.79172244455586,-7.43297028670973,-8.43638073952441,1.90057955430801,15.8533561049566
0.200375296739847,5.42905793656945,3.39212392926539,0.467835682717969,0.184395325078215,0.108297577092748,0.00548295412485273,0.0299945101246147,0.00581108050512518,0.00213049867939682,-3.89254472177493,-0.593215908094096,-1.06352528163127,-3.04461968466379,-3.97565485489535,-4.50785403205083,-7.49109278403602,-5.79172244455586,-7.43297028670973,-8.43638073952441,2.28498153464392,4.92976774932074
0.185445156201938,5.02453402918047,3.13937377587852,0.432976832324368,0.170655866358783,0.100228228863614,0.00507441436481814,0.0277595926531878,0.00537809175835734,0.00197175333894439,-3.89254472177493,-0.593215908094096,-1.06352528163127,-3.04461968466379,-3.97565485489535,-4.50785403205083,-7.49109278403602,-5.79172244455586,-7.43297028670973,-8.43638073952441,2.20754862722815,1.92086685511771
0.0730412879990463,1.97901333527817,1.23650522233592,0.170536595047439,0.0672162300635404,0.039476894840487,0.00199865970423932,0.0109336714058456,0.00211826912631634,0.000776614533604158,-3.89254472177493,-0.593215908094096,-1.06352528163127,-3.04461968466379,-3.97565485489535,-4.50785403205083,-7.49109278403602,-5.79172244455586,-7.43297028670973,-8.43638073952441,1.27581431308403,2.01834408490237
0.0490759427612164,1.3296855494534,0.830799417393833,0.114582373976622,0.04516212610142,0.0265242561386321,0.00134288581063465,0.00734625917454022,0.00142325056476701,0.00052180200326128,-3.89254472177493,-0.593215908094096,-1.06352528163127,-3.04461968466379,-3.97565485489535,-4.50785403205083,-7.49109278403602,-5.79172244455586,-7.43297028670973,-8.43638073952441,0.878158393391612,3.31464140860007
0.0504474764819541,1.36684649769898,0.854017910040404,0.117784627073944,0.0464242797221805,0.0272655340370236,0.00138041566882499,0.00755156632937541,0.00146302639041207,0.000536384892611027,-3.89254472177493,-0.593215908094096,-1.06352528163127,-3.04461968466379,-3.97565485489535,-4.50785403205083,-7.49109278403602,-5.79172244455586,-7.43297028670973,-8.43638073952441,0.905722168162058,11.0888730302543
0.0942315608302011,2.55315206776583,1.59523223463598,0.220011584820327,0.0867165742215827,0.0509296799037467,0.00257849811604305,0.0141056784512182,0.00273280786113494,0.00100192099112346,-3.89254472177493,-0.593215908094096,-1.06352528163127,-3.04461968466379,-3.97565485489535,-4.50785403205083,-7.49109278403602,-5.79172244455586,-7.43297028670973,-8.43638073952441,1.53054460892183,13.4771096484943
0.0705661870401937,1.91195184255377,1.1946046022172,0.164757736247374,0.0649385189218243,0.0381391678788063,0.00193093246823484,0.0105631694428909,0.00204648876634073,0.00075029791968016,-3.89254472177493,-0.593215908094096,-1.06352528163127,-3.04461968466379,-3.97565485489535,-4.50785403205083,-7.49109278403602,-5.79172244455586,-7.43297028670973,-8.43638073952441,1.24134053545724,12.0942008347933
0.066873248486068,1.81189371316984,1.13208738855578,0.156135473634094,0.061540092986785,0.0361432317316301,0.00182988102622769,0.0100103673527454,0.00193938991938872,0.000711032596855094,-3.89254472177493,-0.593215908094096,-1.06352528163127,-3.04461968466379,-3.97565485489535,-4.50785403205083,-7.49109278403602,-5.79172244455586,-7.43297028670973,-8.43638073952441,1.18758845680344,6.60285958292178
0.118861204694102,3.22047865776858,2.01218385332026,0.277516808466377,0.109381998855944,0.0642413545388731,0.00325244949435373,0.0177925306443834,0.00344709173561631,0.00126379670424683,-3.89254472177493,-0.593215908094096,-1.06352528163127,-3.04461968466379,-3.97565485489535,-4.50785403205083,-7.49109278403602,-5.79172244455586,-7.43297028670973,-8.43638073952441,1.7627459080838,7.85487318260438
0.183967341874131,5.2557531215554,4.59226323622015,0.358234829093367,0.127583770398867,0.0925203268945054,0.00540980000315017,0.0158982738277262,0.00387550762019462,0.00183386312572024,-4.05736748623737,-0.705047150002122,-0.839997476961442,-3.39093701972912,-4.42335256668891,-4.74469736769096,-7.58391361409803,-6.50591519923996,-7.91744908529304,-8.66570099878877,2.36437045929653,9.36863336743451
0.192764910300694,5.50709038201134,4.81187150822029,0.375366105708122,0.133684999773432,0.0969447747253562,0.00566850399493963,0.0166585508988563,0.00406083966407259,0.00192156095387342,-4.05736748623737,-0.705047150002122,-0.839997476961442,-3.39093701972912,-4.42335256668891,-4.74469736769096,-7.58391361409803,-6.50591519923996,-7.91744908529304,-8.66570099878877,2.4110835723525,10.8577284058335
0.187719044210484,5.3629353043524,4.68591466661512,0.365540421659855,0.130185625296644,0.0944071222519536,0.00552012371117495,0.0162224921941809,0.00395454203383084,0.00187126165799899,-4.05736748623737,-0.705047150002122,-0.839997476961442,-3.39093701972912,-4.42335256668891,-4.74469736769096,-7.58391361409803,-6.50591519923996,-7.91744908529304,-8.66570099878877,2.3845586065985,8.94168178428893
0.211163546741725,6.03272003954843,5.27114531662555,0.411193292826545,0.146444696051213,0.106197764090729,0.00620953993350716,0.0182485426724854,0.00444843049950026,0.0021049662289022,-4.05736748623737,-0.705047150002122,-0.839997476961442,-3.39093701972912,-4.42335256668891,-4.74469736769096,-7.58391361409803,-6.50591519923996,-7.91744908529304,-8.66570099878877,2.50224514353541,4.76063453906077
0.106850775863195,3.05261408390535,2.66724998447754,0.20806774202366,0.0741024179389291,0.0537370851319804,0.00314208664273032,0.0092339372633885,0.00225094841216352,0.00106513306010682,-4.05736748623737,-0.705047150002122,-0.839997476961442,-3.39093701972912,-4.42335256668891,-4.74469736769096,-7.58391361409803,-6.50591519923996,-7.91744908529304,-8.66570099878877,1.82104545023122,9.28211872755828
0.0462203707198262,1.32046729172387,1.15377059351299,0.0900037280354772,0.0320544348012784,0.0232450160154478,0.00135917037838593,0.0039943182449501,0.000973691292748384,0.00046074391604898,-4.05736748623737,-0.705047150002122,-0.839997476961442,-3.39093701972912,-4.42335256668891,-4.74469736769096,-7.58391361409803,-6.50591519923996,-7.91744908529304,-8.66570099878877,0.983032832835765,7.48104717885617
0.0289678953596934,1.32389407934895,0.85919497838059,0.122425800244935,0.0353263779560213,0.0187583913671651,0.00127489024206144,0.00371476062794341,0.000660530692308916,0.000609435533610226,-4.41487817158746,-0.592733598966869,-1.02507045256347,-2.97356119759114,-4.21643639600677,-4.84942513988929,-7.53820624152469,-6.4687520896099,-8.19577801957615,-8.276288436729,0.873311052789743,4.87597392610849
