"estimate","lower","upper","onset_date","n.reported"
55,55,55,2021-07-11,55
56,56,57,2021-07-18,56
62,62,63,2021-07-25,62
45,45,46,2021-08-01,45
31,31,32,2021-08-08,31
25,25,27,2021-08-15,25
11,11,13,2021-08-22,11
5,5,8,2021-08-29,5
6,3,11,2021-09-05,3
6,0,18,2021-09-12,NA
