"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-03-29,1,NA,1,NA,NA,NA
2020-04-19,2,NA,2,NA,NA,NA
2020-04-26,2,NA,2,NA,NA,NA
2020-05-10,1,NA,1,NA,NA,NA
2020-05-17,6,NA,6,NA,NA,NA
2020-05-24,5,NA,5,NA,NA,NA
2020-06-07,5,NA,5,NA,NA,NA
2020-06-14,2,NA,2,NA,NA,NA
2020-06-21,3,NA,3,NA,NA,NA
2020-06-28,2,NA,2,NA,NA,NA
2020-07-05,3,NA,3,NA,NA,NA
2020-07-19,5,NA,5,NA,NA,NA
2020-07-26,3,NA,3,NA,NA,NA
2020-08-02,3,NA,3,NA,NA,NA
2020-08-09,2,NA,2,NA,NA,NA
2020-08-16,3,NA,3,NA,NA,NA
2020-08-23,2,NA,2,NA,NA,NA
2020-08-30,2,NA,2,NA,NA,NA
2020-09-06,5,NA,5,NA,NA,NA
2020-09-13,5,NA,5,NA,NA,NA
2020-09-20,3,NA,3,NA,NA,NA
2020-09-27,2,NA,2,NA,NA,NA
2020-10-04,3,NA,3,NA,NA,NA
2020-10-11,4,NA,4,NA,NA,NA
2020-10-18,4,NA,4,NA,NA,NA
2020-10-25,3,NA,3,NA,NA,NA
2020-11-01,1,NA,1,NA,NA,NA
2020-11-08,4,NA,4,NA,NA,NA
2020-11-15,2,NA,2,NA,NA,NA
2020-11-22,1,NA,1,NA,NA,NA
2020-11-29,1,NA,1,NA,NA,NA
2020-12-06,1,NA,1,NA,NA,NA
2020-12-13,2,NA,2,NA,NA,NA
2020-12-20,6,NA,6,NA,NA,NA
2020-12-27,4,NA,4,NA,NA,NA
2021-01-03,2,NA,2,NA,NA,NA
2021-01-10,2,NA,2,NA,NA,NA
2021-01-17,4,NA,4,NA,NA,NA
2021-01-24,3,NA,3,NA,NA,NA
2021-01-31,6,NA,6,NA,NA,NA
2021-02-07,4,NA,4,NA,NA,NA
2021-02-14,3,NA,3,NA,NA,NA
2021-02-21,6,NA,6,NA,NA,NA
2021-02-28,14,NA,14,NA,NA,NA
2021-03-07,9,NA,9,NA,NA,NA
2021-03-14,21,NA,21,NA,NA,NA
2021-03-21,23,NA,23,NA,NA,NA
2021-03-28,13,NA,13,NA,NA,NA
2021-04-04,9,NA,9,NA,NA,NA
2021-04-11,13,NA,13,NA,NA,NA
2021-04-18,9,NA,9,NA,NA,NA
2021-04-25,10,NA,10,NA,NA,NA
2021-05-02,9,NA,9,NA,NA,NA
2021-05-09,3,NA,3,NA,NA,NA
2021-05-16,7,NA,7,NA,NA,NA
2021-05-23,7,NA,7,NA,NA,NA
2021-05-30,12,NA,12,NA,NA,NA
2021-06-06,12,NA,12,NA,NA,NA
2021-06-13,10,NA,10,NA,NA,NA
2021-06-20,13,NA,13,NA,NA,NA
2021-06-27,5,NA,5,NA,NA,NA
2021-07-04,8,NA,8,NA,NA,NA
2021-07-11,14,NA,14,NA,NA,NA
2021-07-18,6,NA,6,NA,NA,NA
2021-07-25,4,NA,4,NA,NA,NA
2021-08-01,NA,8,8,NA,8,9
2021-08-08,NA,6,6,NA,6,7
2021-08-15,NA,2,2,NA,2,3
2021-08-22,NA,1,1,NA,1,2
2021-08-29,NA,1,1,NA,1,2
2021-09-05,NA,0,0,NA,0,1
2021-09-12,NA,2,2,NA,2,3
2021-09-19,NA,2,2,NA,2,3
2021-09-26,NA,2,2,NA,1,6
