"estimate","lower","upper","onset_date","n.reported"
33,33,33,2021-08-01,33
25,25,27,2021-08-08,25
20,20,22,2021-08-15,20
16,16,18,2021-08-22,16
25,25,28,2021-08-29,25
23,22,26,2021-09-05,22
25,23,29,2021-09-12,23
23,20,28,2021-09-19,20
19,11,28,2021-09-26,5
23,12,37,2021-10-03,1
