"estimate","lower","upper","onset_date","n.reported"
7,7,7,2021-08-08,7
8,8,11,2021-08-15,8
9,9,12,2021-08-22,9
6,6,9,2021-08-29,6
5,5,8,2021-09-05,5
9,9,13,2021-09-12,9
1,1,4,2021-09-19,1
7,7,11,2021-09-26,7
13,12,18,2021-10-03,12
8,4,16,2021-10-10,3
