"estimate","lower","upper","onset_date","n.reported"
23,23,23,2021-08-08,23
20,20,20,2021-08-15,20
13,13,14,2021-08-22,13
24,24,25,2021-08-29,24
24,24,26,2021-09-05,24
24,22,28,2021-09-12,22
28,26,33,2021-09-19,26
15,12,21,2021-09-26,11
28,20,41,2021-10-03,13
27,15,53,2021-10-10,2
