"estimate","lower","upper","onset_date","n.reported"
36,36,36,2021-07-18,36
36,36,37,2021-07-25,36
32,32,34,2021-08-01,32
23,23,25,2021-08-08,23
20,20,22,2021-08-15,20
14,13,17,2021-08-22,13
24,23,27,2021-08-29,23
21,18,26,2021-09-05,18
21,13,32,2021-09-12,8
21,8,39,2021-09-19,NA
