"estimate","lower","upper","onset_date","n.reported"
12,12,12,2021-07-18,12
17,15,22,2021-07-25,15
10,9,16,2021-08-01,9
8,7,14,2021-08-08,7
9,8,15,2021-08-15,8
10,9,16,2021-08-22,9
7,6,13,2021-08-29,6
7,5,12,2021-09-05,5
11,9,17,2021-09-12,9
5,1,13,2021-09-19,NA
