"estimate","lower","upper","onset_date","n.reported"
15,15,15,2021-07-11,15
10,10,11,2021-07-18,10
15,15,16,2021-07-25,15
9,9,10,2021-08-01,9
7,7,8,2021-08-08,7
8,8,9,2021-08-15,8
9,9,11,2021-08-22,9
4,4,7,2021-08-29,4
6,5,8,2021-09-05,5
11,7,18,2021-09-12,6
