"estimate","lower","upper","onset_date","n.reported"
142,142,142,2021-08-29,142
127,127,132,2021-09-05,127
128,127,133,2021-09-12,127
151,148,157,2021-09-19,148
146,142,152,2021-09-26,142
120,117,127,2021-10-03,116
113,108,119,2021-10-10,107
87,82,95,2021-10-17,78
70,63,79,2021-10-24,57
60,48,76,2021-10-31,31
