"dt_notific","n.notific"
2020-01-05,11
2020-01-12,20
2020-01-19,21
2020-01-26,13
2020-02-02,20
2020-02-09,22
2020-02-16,29
2020-02-23,44
2020-03-01,57
2020-03-08,57
2020-03-15,137
2020-03-22,1232
2020-03-29,3019
2020-04-05,3404
2020-04-12,2944
2020-04-19,3216
2020-04-26,3723
2020-05-03,4331
2020-05-10,4272
2020-05-17,4400
2020-05-24,4584
2020-05-31,4180
2020-06-07,4047
2020-06-14,3734
2020-06-21,3592
2020-06-28,3296
2020-07-05,3185
2020-07-12,3316
2020-07-19,3294
2020-07-26,3476
2020-08-02,3484
2020-08-09,2735
2020-08-16,2773
2020-08-23,2397
2020-08-30,2277
2020-09-06,2338
2020-09-13,2074
2020-09-20,2091
2020-09-27,1659
2020-10-04,1737
2020-10-11,1564
2020-10-18,1402
2020-10-25,1573
2020-11-01,1586
2020-11-08,1440
2020-11-15,1922
2020-11-22,2250
2020-11-29,2378
2020-12-06,2534
2020-12-13,2517
2020-12-20,2601
2020-12-27,2010
2021-01-03,2380
2021-01-10,2996
2021-01-17,3064
2021-01-24,2694
2021-01-31,2370
2021-02-07,2276
2021-02-14,2295
2021-02-21,2636
2021-02-28,3144
2021-03-07,4172
2021-03-14,5181
2021-03-21,6023
2021-03-28,5873
2021-04-04,4842
2021-04-11,4476
2021-04-18,4022
2021-04-25,3540
2021-05-02,3452
2021-05-09,3251
2021-05-16,3505
2021-05-23,3740
2021-05-30,3820
2021-06-06,3572
2021-06-13,3817
2021-06-20,3103
2021-06-27,2843
2021-07-04,2408
2021-07-11,2162
2021-07-18,2483
2021-07-25,1873
2021-08-01,1577
2021-08-08,1524
2021-08-15,1704
2021-08-22,1459
2021-08-29,1530
2021-09-05,1387
2021-09-12,1266
2021-09-19,1003
