"dt_notific","n.notific"
2020-03-01,1
2020-03-08,1
2020-03-15,21
2020-03-22,433
2020-03-29,1398
2020-04-05,1908
2020-04-12,1672
2020-04-19,1915
2020-04-26,2370
2020-05-03,2795
2020-05-10,2877
2020-05-17,2966
2020-05-24,3177
2020-05-31,2754
2020-06-07,2493
2020-06-14,2306
2020-06-21,2097
2020-06-28,1886
2020-07-05,1813
2020-07-12,1927
2020-07-19,1878
2020-07-26,1900
2020-08-02,1937
2020-08-09,1447
2020-08-16,1349
2020-08-23,1133
2020-08-30,1062
2020-09-06,1133
2020-09-13,986
2020-09-20,998
2020-09-27,787
2020-10-04,775
2020-10-11,685
2020-10-18,587
2020-10-25,652
2020-11-01,791
2020-11-08,743
2020-11-15,1036
2020-11-22,1359
2020-11-29,1532
2020-12-06,1584
2020-12-13,1611
2020-12-20,1561
2020-12-27,1320
2021-01-03,1600
2021-01-10,2133
2021-01-17,2118
2021-01-24,1773
2021-01-31,1488
2021-02-07,1322
2021-02-14,1355
2021-02-21,1642
2021-02-28,2197
2021-03-07,3098
2021-03-14,4083
2021-03-21,4967
2021-03-28,4945
2021-04-04,4028
2021-04-11,3632
2021-04-18,3220
2021-04-25,2740
2021-05-02,2679
2021-05-09,2512
2021-05-16,2624
2021-05-23,2841
2021-05-30,2906
2021-06-06,2716
2021-06-13,2987
2021-06-20,2318
2021-06-27,2037
2021-07-04,1626
2021-07-11,1384
2021-07-18,1507
2021-07-25,1080
2021-08-01,758
2021-08-08,771
2021-08-15,808
2021-08-22,575
2021-08-29,603
2021-09-05,563
2021-09-12,542
2021-09-19,462
2021-09-26,371
