"estimate","lower","upper","onset_date","n.reported"
766,766,766,2021-08-01,766
693,688,701,2021-08-08,687
603,596,613,2021-08-15,593
559,551,569,2021-08-22,544
540,530,552,2021-08-29,519
636,623,652,2021-09-05,596
507,492,525,2021-09-12,454
463,443,486,2021-09-19,374
441,406,481,2021-09-26,240
374,285,466,2021-10-03,28
