"estimate","lower","upper","onset_date","n.reported"
300,300,300,2021-08-01,300
257,255,262,2021-08-08,255
233,231,238,2021-08-15,231
225,221,232,2021-08-22,219
215,209,223,2021-08-29,206
198,191,207,2021-09-05,185
182,173,193,2021-09-12,162
203,191,217,2021-09-19,169
207,192,226,2021-09-26,154
181,154,210,2021-10-03,74
