"dt_sin_pri","n.casos"
2020-03-01,15
2020-03-08,113
2020-03-15,593
2020-03-22,1422
2020-03-29,1866
2020-04-05,1791
2020-04-12,1998
2020-04-19,2492
2020-04-26,2937
2020-05-03,3104
2020-05-10,3364
2020-05-17,3275
2020-05-24,2823
2020-05-31,2561
2020-06-07,2560
2020-06-14,2155
2020-06-21,1918
2020-06-28,1764
2020-07-05,1999
2020-07-12,1879
2020-07-19,1569
2020-07-26,1542
2020-08-02,1428
2020-08-09,1200
2020-08-16,1117
2020-08-23,1019
2020-08-30,1008
2020-09-06,1004
2020-09-13,801
2020-09-20,732
2020-09-27,660
2020-10-04,703
2020-10-11,627
2020-10-18,658
2020-10-25,787
2020-11-01,851
2020-11-08,1134
2020-11-15,1394
2020-11-22,1475
2020-11-29,1441
2020-12-06,1693
2020-12-13,1547
2020-12-20,1537
2020-12-27,1701
2021-01-03,2060
2021-01-10,2141
2021-01-17,1597
2021-01-24,1428
2021-01-31,1245
2021-02-07,1523
2021-02-14,1813
2021-02-21,2685
2021-02-28,3374
2021-03-07,5134
2021-03-14,5510
2021-03-21,5135
2021-03-28,3685
2021-04-04,3179
2021-04-11,2895
2021-04-18,2412
2021-04-25,2550
2021-05-02,2613
2021-05-09,2614
2021-05-16,2930
2021-05-23,2841
2021-05-30,2893
2021-06-06,2818
2021-06-13,2144
2021-06-20,1791
2021-06-27,1372
2021-07-04,1435
2021-07-11,1046
2021-07-18,791
2021-07-25,727
2021-08-01,766
2021-08-08,687
2021-08-15,593
2021-08-22,544
2021-08-29,519
2021-09-05,596
2021-09-12,454
2021-09-19,374
2021-09-26,240
2021-10-03,28
