"dt_sin_pri","n.casos"
2019-12-29,3
2020-01-05,50
2020-01-12,29
2020-01-19,25
2020-01-26,27
2020-02-02,35
2020-02-09,38
2020-02-16,57
2020-02-23,66
2020-03-01,127
2020-03-08,338
2020-03-15,1291
2020-03-22,3064
2020-03-29,3372
2020-04-05,3185
2020-04-12,3330
2020-04-19,3859
2020-04-26,4615
2020-05-03,4694
2020-05-10,4899
2020-05-17,4768
2020-05-24,4246
2020-05-31,3970
2020-06-07,4197
2020-06-14,3573
2020-06-21,3368
2020-06-28,3025
2020-07-05,3399
2020-07-12,3261
2020-07-19,2945
2020-07-26,2916
2020-08-02,2700
2020-08-09,2496
2020-08-16,2437
2020-08-23,2136
2020-08-30,2148
2020-09-06,2155
2020-09-13,1781
2020-09-20,1614
2020-09-27,1453
2020-10-04,1634
2020-10-11,1481
2020-10-18,1518
2020-10-25,1687
2020-11-01,1605
2020-11-08,1957
2020-11-15,2286
2020-11-22,2383
2020-11-29,2259
2020-12-06,2670
2020-12-13,2430
2020-12-20,2365
2020-12-27,2457
2021-01-03,2945
2021-01-10,3096
2021-01-17,2490
2021-01-24,2300
2021-01-31,2131
2021-02-07,2525
2021-02-14,2810
2021-02-21,3705
2021-02-28,4457
2021-03-07,6425
2021-03-14,6608
2021-03-21,6155
2021-03-28,4508
2021-04-04,3985
2021-04-11,3713
2021-04-18,3200
2021-04-25,3304
2021-05-02,3368
2021-05-09,3427
2021-05-16,3875
2021-05-23,3770
2021-05-30,3782
2021-06-06,3700
2021-06-13,2966
2021-06-20,2635
2021-06-27,2131
2021-07-04,2314
2021-07-11,1897
2021-07-18,1633
2021-07-25,1542
2021-08-01,1557
2021-08-08,1515
2021-08-15,1544
2021-08-22,1449
2021-08-29,1337
2021-09-05,1516
2021-09-12,1285
2021-09-19,1274
2021-09-26,1270
2021-10-03,1091
2021-10-10,906
2021-10-17,716
2021-10-24,591
2021-10-31,153
