"dt_notific","n.notific"
2020-03-15,6
2020-03-22,164
2020-03-29,410
2020-04-05,531
2020-04-12,518
2020-04-19,537
2020-04-26,644
2020-05-03,771
2020-05-10,776
2020-05-17,858
2020-05-24,885
2020-05-31,826
2020-06-07,698
2020-06-14,696
2020-06-21,546
2020-06-28,502
2020-07-05,477
2020-07-12,520
2020-07-19,483
2020-07-26,416
2020-08-02,404
2020-08-09,407
2020-08-16,355
2020-08-23,278
2020-08-30,276
2020-09-06,262
2020-09-13,233
2020-09-20,168
2020-09-27,158
2020-10-04,201
2020-10-11,165
2020-10-18,103
2020-10-25,133
2020-11-01,193
2020-11-08,170
2020-11-15,181
2020-11-22,306
2020-11-29,304
2020-12-06,376
2020-12-13,356
2020-12-20,345
2020-12-27,318
2021-01-03,350
2021-01-10,510
2021-01-17,539
2021-01-24,448
2021-01-31,360
2021-02-07,342
2021-02-14,333
2021-02-21,445
2021-02-28,623
2021-03-07,940
2021-03-14,1319
2021-03-21,1654
2021-03-28,1593
2021-04-04,1248
2021-04-11,1095
2021-04-18,888
2021-04-25,766
2021-05-02,776
2021-05-09,643
2021-05-16,660
2021-05-23,677
2021-05-30,685
2021-06-06,580
2021-06-13,583
2021-06-20,448
2021-06-27,404
2021-07-04,350
2021-07-11,269
2021-07-18,267
2021-07-25,200
2021-08-01,158
2021-08-08,143
2021-08-15,159
2021-08-22,106
2021-08-29,90
2021-09-05,87
2021-09-12,49
2021-09-19,24
