"estimate","lower","upper","onset_date","n.reported"
8,8,8,2021-08-29,8
4,4,6,2021-09-05,4
6,6,8,2021-09-12,6
4,4,6,2021-09-19,4
6,6,8,2021-09-26,6
7,7,10,2021-10-03,7
5,5,8,2021-10-10,5
7,7,10,2021-10-17,7
5,3,9,2021-10-24,3
8,4,15,2021-10-31,3
