"estimate","lower","upper","onset_date","n.reported"
6,6,6,2021-08-22,6
3,3,4,2021-08-29,3
2,2,3,2021-09-05,2
4,4,5,2021-09-12,4
3,3,4,2021-09-19,3
2,2,3,2021-09-26,2
0,0,1,2021-10-03,NA
0,0,2,2021-10-10,NA
3,2,6,2021-10-17,2
2,0,8,2021-10-24,NA
