"estimate","lower","upper","onset_date","n.reported"
2,2,2,2021-08-22,2
3,3,4,2021-08-29,3
4,4,5,2021-09-05,4
2,2,3,2021-09-12,2
1,1,2,2021-09-19,1
2,2,3,2021-09-26,2
0,0,1,2021-10-03,NA
0,0,1,2021-10-10,NA
1,1,2,2021-10-17,1
1,1,4,2021-10-24,1
