"estimate","lower","upper","onset_date","n.reported"
9,9,9,2021-08-15,9
6,6,7,2021-08-22,6
3,3,4,2021-08-29,3
2,2,3,2021-09-05,2
3,3,4,2021-09-12,3
3,3,4,2021-09-19,3
2,2,3,2021-09-26,2
0,0,1,2021-10-03,NA
1,0,4,2021-10-10,NA
1,0,6,2021-10-17,NA
