"estimate","lower","upper","onset_date","n.reported"
10,10,10,2021-07-11,10
10,10,11,2021-07-18,10
5,5,6,2021-07-25,5
4,4,5,2021-08-01,4
7,7,8,2021-08-08,7
10,10,11,2021-08-15,10
2,2,4,2021-08-22,2
5,5,7,2021-08-29,5
6,6,9,2021-09-05,6
6,3,11,2021-09-12,3
