"dt_sin_pri","n.casos"
2020-03-22,1
2020-03-29,3
2020-04-05,2
2020-04-12,1
2020-04-19,3
2020-05-03,2
2020-05-24,3
2020-05-31,1
2020-06-07,1
2020-06-14,1
2020-07-05,4
2020-07-12,4
2020-07-19,5
2020-07-26,1
2020-08-02,2
2020-08-09,2
2020-08-16,6
2020-08-23,3
2020-08-30,6
2020-09-06,5
2020-09-13,5
2020-09-20,2
2020-09-27,4
2020-10-04,3
2020-10-11,2
2020-10-18,1
2020-10-25,3
2020-11-01,4
2020-11-08,1
2020-11-22,1
2020-11-29,5
2020-12-06,14
2020-12-13,8
2020-12-20,14
2020-12-27,5
2021-01-03,9
2021-01-10,5
2021-01-17,9
2021-01-24,12
2021-01-31,5
2021-02-07,6
2021-02-14,13
2021-02-21,9
2021-02-28,17
2021-03-07,25
2021-03-14,33
2021-03-21,25
2021-03-28,24
2021-04-04,9
2021-04-11,22
2021-04-18,17
2021-04-25,28
2021-05-02,23
2021-05-09,24
2021-05-16,25
2021-05-23,26
2021-05-30,35
2021-06-06,24
2021-06-13,21
2021-06-20,21
2021-06-27,12
2021-07-04,9
2021-07-11,6
2021-07-18,14
2021-07-25,6
2021-08-01,4
2021-08-08,10
2021-08-15,9
2021-08-22,6
2021-08-29,3
2021-09-05,2
2021-09-12,3
2021-09-19,3
2021-09-26,2
2021-10-17,2
