"estimate","lower","upper","onset_date","n.reported"
10,10,10,2021-08-01,10
23,23,25,2021-08-08,23
16,16,17,2021-08-15,16
12,12,13,2021-08-22,12
8,8,9,2021-08-29,8
4,4,5,2021-09-05,4
6,6,7,2021-09-12,6
4,4,6,2021-09-19,4
5,3,9,2021-09-26,3
6,2,17,2021-10-03,1
