"estimate","lower","upper","onset_date","n.reported"
31,31,31,2021-08-01,31
38,38,40,2021-08-08,38
34,34,36,2021-08-15,34
26,26,28,2021-08-22,26
27,27,29,2021-08-29,27
20,20,22,2021-09-05,20
22,22,24,2021-09-12,22
17,17,19,2021-09-19,17
19,19,22,2021-09-26,19
12,11,16,2021-10-03,11
