"estimate","lower","upper","onset_date","n.reported"
76,76,76,2021-07-18,76
80,80,80,2021-07-25,80
66,66,66,2021-08-01,66
64,64,65,2021-08-08,64
28,28,29,2021-08-15,28
40,40,41,2021-08-22,40
27,27,29,2021-08-29,27
22,21,24,2021-09-05,21
20,16,27,2021-09-12,14
33,18,64,2021-09-19,6
