"estimate","lower","upper","onset_date","n.reported"
12,12,12,2021-08-29,12
11,11,11,2021-09-05,11
13,13,14,2021-09-12,13
6,6,7,2021-09-19,6
12,12,13,2021-09-26,12
5,5,6,2021-10-03,5
5,5,6,2021-10-10,5
6,6,7,2021-10-17,6
5,5,7,2021-10-24,5
4,4,7,2021-10-31,4
