"estimate","lower","upper","onset_date","n.reported"
80,80,80,2021-08-22,80
85,85,87,2021-08-29,85
49,49,50,2021-09-05,49
50,50,52,2021-09-12,50
45,45,47,2021-09-19,45
59,59,61,2021-09-26,59
47,46,50,2021-10-03,46
53,51,56,2021-10-10,51
45,41,51,2021-10-17,40
26,15,41,2021-10-24,6
