"estimate","lower","upper","onset_date","n.reported"
17,17,17,2021-08-01,17
18,18,18,2021-08-08,18
15,15,16,2021-08-15,15
12,12,13,2021-08-22,12
12,12,14,2021-08-29,12
6,6,8,2021-09-05,6
6,6,8,2021-09-12,6
7,7,10,2021-09-19,7
10,10,13,2021-09-26,10
12,8,18,2021-10-03,8
