"estimate","lower","upper","onset_date","n.reported"
28,28,28,2021-07-18,28
19,19,19,2021-07-25,19
17,17,18,2021-08-01,17
19,19,20,2021-08-08,19
15,15,16,2021-08-15,15
12,12,14,2021-08-22,12
12,12,13,2021-08-29,12
6,6,8,2021-09-05,6
6,6,8,2021-09-12,6
6,4,10,2021-09-19,4
