"estimate","lower","upper","onset_date","n.reported"
9,9,9,2021-08-01,9
14,14,15,2021-08-08,14
3,3,4,2021-08-15,3
11,11,13,2021-08-22,11
16,16,18,2021-08-29,16
17,17,20,2021-09-05,17
7,7,9,2021-09-12,7
3,3,6,2021-09-19,3
5,2,10,2021-09-26,2
4,0,14,2021-10-03,NA
