"estimate","lower","upper","onset_date","n.reported"
1,1,1,2021-08-08,1
6,6,6,2021-08-15,6
6,6,7,2021-08-22,6
2,2,5,2021-08-29,2
5,5,8,2021-09-05,5
7,7,10,2021-09-12,7
9,9,12,2021-09-19,9
6,6,9,2021-09-26,6
5,5,8,2021-10-03,5
5,2,10,2021-10-10,2
