"estimate","lower","upper","onset_date","n.reported"
1,1,1,2021-08-08,1
5,5,7,2021-08-15,5
3,3,5,2021-08-22,3
0,0,3,2021-08-29,NA
4,4,7,2021-09-05,4
6,6,10,2021-09-12,6
7,7,11,2021-09-19,7
4,4,7,2021-09-26,4
2,2,5,2021-10-03,2
3,1,8,2021-10-10,1
