"estimate","lower","upper","onset_date","n.reported"
9,9,9,2021-07-11,9
8,8,9,2021-07-18,8
5,5,7,2021-07-25,5
9,9,11,2021-08-01,9
14,14,16,2021-08-08,14
3,3,6,2021-08-15,3
11,11,15,2021-08-22,11
14,13,18,2021-08-29,13
14,9,23,2021-09-05,7
16,8,42,2021-09-12,3
