"estimate","lower","upper","onset_date","n.reported"
35,35,35,2021-07-18,35
42,42,43,2021-07-25,42
31,31,32,2021-08-01,31
57,57,59,2021-08-08,57
33,33,35,2021-08-15,33
49,49,52,2021-08-22,49
56,56,59,2021-08-29,56
37,36,41,2021-09-05,36
39,33,47,2021-09-12,29
38,24,56,2021-09-19,7
